Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","138","Mexico","5532","Producer Price (USD/tonne)","692","Vanilla","1995","1995","7021","Annual value","USD","3492.5","","Official data"
"PP","Producer Prices","138","Mexico","5532","Producer Price (USD/tonne)","692","Vanilla","1996","1996","7021","Annual value","USD","2426.3","","Official data"
"PP","Producer Prices","138","Mexico","5532","Producer Price (USD/tonne)","692","Vanilla","1997","1997","7021","Annual value","USD","3384.5","","Official data"
"PP","Producer Prices","138","Mexico","5532","Producer Price (USD/tonne)","692","Vanilla","1998","1998","7021","Annual value","USD","3827.1","","Official data"
"PP","Producer Prices","138","Mexico","5532","Producer Price (USD/tonne)","692","Vanilla","1999","1999","7021","Annual value","USD","3702.5","","Official data"
"PP","Producer Prices","138","Mexico","5532","Producer Price (USD/tonne)","692","Vanilla","2000","2000","7021","Annual value","USD","5295.2","","Official data"
"PP","Producer Prices","138","Mexico","5532","Producer Price (USD/tonne)","692","Vanilla","2001","2001","7021","Annual value","USD","5224.4","","Official data"
"PP","Producer Prices","138","Mexico","5532","Producer Price (USD/tonne)","692","Vanilla","2002","2002","7021","Annual value","USD","11519.8","","Official data"
"PP","Producer Prices","138","Mexico","5532","Producer Price (USD/tonne)","692","Vanilla","2003","2003","7021","Annual value","USD","16182.9","","Official data"
"PP","Producer Prices","138","Mexico","5532","Producer Price (USD/tonne)","692","Vanilla","2004","2004","7021","Annual value","USD","8010.2","","Official data"
"PP","Producer Prices","138","Mexico","5532","Producer Price (USD/tonne)","692","Vanilla","2005","2005","7021","Annual value","USD","5110.1","","Official data"
"PP","Producer Prices","138","Mexico","5532","Producer Price (USD/tonne)","692","Vanilla","2006","2006","7021","Annual value","USD","2191.9","","Official data"
"PP","Producer Prices","138","Mexico","5532","Producer Price (USD/tonne)","692","Vanilla","2007","2007","7021","Annual value","USD","3640.6","","Official data"
"PP","Producer Prices","138","Mexico","5532","Producer Price (USD/tonne)","692","Vanilla","2008","2008","7021","Annual value","USD","4718.7","","Official data"
"PP","Producer Prices","138","Mexico","5532","Producer Price (USD/tonne)","692","Vanilla","2009","2009","7021","Annual value","USD","3430","","Official data"
"PP","Producer Prices","138","Mexico","5532","Producer Price (USD/tonne)","692","Vanilla","2010","2010","7021","Annual value","USD","3681.2","","Official data"
"PP","Producer Prices","138","Mexico","5532","Producer Price (USD/tonne)","692","Vanilla","2011","2011","7021","Annual value","USD","4323.7","","Official data"
"PP","Producer Prices","138","Mexico","5532","Producer Price (USD/tonne)","692","Vanilla","2012","2012","7021","Annual value","USD","4069.5","","Official data"
"PP","Producer Prices","138","Mexico","5532","Producer Price (USD/tonne)","692","Vanilla","2013","2013","7021","Annual value","USD","5743.1","","Official data"
"PP","Producer Prices","138","Mexico","5532","Producer Price (USD/tonne)","692","Vanilla","2014","2014","7021","Annual value","USD","6528.8","","Official data"
"PP","Producer Prices","138","Mexico","5532","Producer Price (USD/tonne)","692","Vanilla","2015","2015","7021","Annual value","USD","5592.3","","Official data"
"PP","Producer Prices","138","Mexico","5532","Producer Price (USD/tonne)","692","Vanilla","2016","2016","7021","Annual value","USD","5262.5","","Official data"
"PP","Producer Prices","138","Mexico","5532","Producer Price (USD/tonne)","692","Vanilla","2017","2017","7021","Annual value","USD","5476","","Official data"
"PP","Producer Prices","138","Mexico","5532","Producer Price (USD/tonne)","692","Vanilla","2018","2018","7021","Annual value","USD","5501.6","","Official data"
"PP","Producer Prices","138","Mexico","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","1992","1992","7021","Annual value","","27.41","Fc","Calculated data"
"PP","Producer Prices","138","Mexico","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","1993","1993","7021","Annual value","","27.24","Fc","Calculated data"
"PP","Producer Prices","138","Mexico","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","1994","1994","7021","Annual value","","29.05","Fc","Calculated data"
"PP","Producer Prices","138","Mexico","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","1995","1995","7021","Annual value","","24.58","Fc","Calculated data"
"PP","Producer Prices","138","Mexico","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","1996","1996","7021","Annual value","","20.22","Fc","Calculated data"
"PP","Producer Prices","138","Mexico","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","1997","1997","7021","Annual value","","29.38","Fc","Calculated data"
"PP","Producer Prices","138","Mexico","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","1998","1998","7021","Annual value","","38.33","Fc","Calculated data"
"PP","Producer Prices","138","Mexico","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","1999","1999","7021","Annual value","","38.81","Fc","Calculated data"
"PP","Producer Prices","138","Mexico","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2000","2000","7021","Annual value","","54.89","Fc","Calculated data"
"PP","Producer Prices","138","Mexico","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2001","2001","7021","Annual value","","53.51","Fc","Calculated data"
"PP","Producer Prices","138","Mexico","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2003","2003","7021","Annual value","","191.42","Fc","Calculated data"
"PP","Producer Prices","138","Mexico","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2004","2004","7021","Annual value","","99.11","Fc","Calculated data"
"PP","Producer Prices","138","Mexico","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2005","2005","7021","Annual value","","61.06","Fc","Calculated data"
"PP","Producer Prices","138","Mexico","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2006","2006","7021","Annual value","","26.19","Fc","Calculated data"
"PP","Producer Prices","138","Mexico","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2007","2007","7021","Annual value","","43.62","Fc","Calculated data"
"PP","Producer Prices","138","Mexico","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2008","2008","7021","Annual value","","57.58","Fc","Calculated data"
"PP","Producer Prices","138","Mexico","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2009","2009","7021","Annual value","","50.82","Fc","Calculated data"
"PP","Producer Prices","138","Mexico","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2010","2010","7021","Annual value","","51","Fc","Calculated data"
"PP","Producer Prices","138","Mexico","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2011","2011","7021","Annual value","","58.89","Fc","Calculated data"
"PP","Producer Prices","138","Mexico","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2012","2012","7021","Annual value","","58.76","Fc","Calculated data"
"PP","Producer Prices","138","Mexico","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2013","2013","7021","Annual value","","80.42","Fc","Calculated data"
"PP","Producer Prices","138","Mexico","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2014","2014","7021","Annual value","","95.15","Fc","Calculated data"
"PP","Producer Prices","138","Mexico","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2015","2015","7021","Annual value","","97.17","Fc","Calculated data"
"PP","Producer Prices","138","Mexico","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2016","2016","7021","Annual value","","107.69","Fc","Calculated data"
"PP","Producer Prices","138","Mexico","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2017","2017","7021","Annual value","","113.63","Fc","Calculated data"
"PP","Producer Prices","138","Mexico","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2018","2018","7021","Annual value","","116.08","Fc","Calculated data"
"PP","Producer Prices","223","Turkey","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","1997","1997","7021","Annual value","","4.69","Fc","Calculated data"
"PP","Producer Prices","223","Turkey","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","1998","1998","7021","Annual value","","9.59","Fc","Calculated data"
"PP","Producer Prices","223","Turkey","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","1999","1999","7021","Annual value","","14.21","Fc","Calculated data"
"PP","Producer Prices","223","Turkey","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2001","2001","7021","Annual value","","25.83","Fc","Calculated data"
"PP","Producer Prices","223","Turkey","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2002","2002","7021","Annual value","","42.17","Fc","Calculated data"
"PP","Producer Prices","223","Turkey","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2003","2003","7021","Annual value","","52.31","Fc","Calculated data"
"PP","Producer Prices","223","Turkey","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2005","2005","7021","Annual value","","40.8","Fc","Calculated data"
"PP","Producer Prices","223","Turkey","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2006","2006","7021","Annual value","","43.78","Fc","Calculated data"
"PP","Producer Prices","223","Turkey","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2007","2007","7021","Annual value","","49.82","Fc","Calculated data"
"PP","Producer Prices","223","Turkey","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2008","2008","7021","Annual value","","53.57","Fc","Calculated data"
"PP","Producer Prices","223","Turkey","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2009","2009","7021","Annual value","","64.55","Fc","Calculated data"
"PP","Producer Prices","223","Turkey","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2010","2010","7021","Annual value","","123.14","Fc","Calculated data"
"PP","Producer Prices","223","Turkey","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2011","2011","7021","Annual value","","79.56","Fc","Calculated data"
"PP","Producer Prices","223","Turkey","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2012","2012","7021","Annual value","","93.7","Fc","Calculated data"
"PP","Producer Prices","223","Turkey","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2013","2013","7021","Annual value","","91.52","Fc","Calculated data"
"PP","Producer Prices","223","Turkey","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2014","2014","7021","Annual value","","95.04","Fc","Calculated data"
"PP","Producer Prices","223","Turkey","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2015","2015","7021","Annual value","","97.69","Fc","Calculated data"
"PP","Producer Prices","223","Turkey","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2016","2016","7021","Annual value","","107.27","Fc","Calculated data"
"PP","Producer Prices","223","Turkey","5539","Producer Price Index (2014-2016 = 100)","692","Vanilla","2017","2017","7021","Annual value","","107.7","Fc","Calculated data"
